sampling_week,normalized_concentration_rolling_average,population,region,state,fraction_covered,name,fipscode,date
2020-04-22,628.0687002386835,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-04-22
2020-05-20,502.5150960710948,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-05-20
2020-05-27,160.8483037088121,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-05-27
2020-06-03,210.49204472811545,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-06-03
2020-06-10,201.224419335794,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-06-10
2020-06-17,189.58122485207352,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-06-17
2020-06-24,118.32016370625269,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-06-24
2020-07-01,99.59101100565812,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-07-01
2020-07-15,152.16365500790633,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-07-15
2020-07-22,182.63173487657585,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-07-22
2020-08-05,153.8942668453603,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-08-05
2020-08-12,113.09340785200877,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-08-12
2020-08-19,83.53865949218546,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-08-19
2020-08-26,85.3493800514305,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-08-26
2020-09-02,82.40468429652783,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-09-02
2020-09-09,80.38324596366937,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-09-09
2020-09-16,79.50999876086996,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-09-16
2020-09-23,80.66328817755601,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-09-23
2020-09-30,87.02971339822652,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-09-30
2020-10-07,131.49553689217336,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-10-07
2020-10-14,215.23293917713627,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-10-14
2020-10-21,299.13212713732395,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-10-21
2020-10-28,365.0336346866859,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-10-28
2020-11-04,514.2983623037009,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-11-04
2020-11-11,679.2998098312615,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-11-11
2020-11-18,782.5733618128789,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-11-18
2020-11-25,768.241796627599,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-11-25
2020-12-02,680.9833649944818,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-12-02
2020-12-09,670.9769325728856,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-12-09
2020-12-16,533.2284954781167,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-12-16
2020-12-30,352.43531936290555,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2020-12-30
2021-06-09,127.62082284908053,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-06-09
2021-06-16,26.51586000729949,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-06-16
2021-06-23,26.42586201871858,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-06-23
2021-06-30,26.68639533653216,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-06-30
2021-07-07,26.97390185677592,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-07-07
2021-07-14,35.22485160547307,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-07-14
2021-07-21,74.84757257542736,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-07-21
2021-07-28,111.23588512442234,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-07-28
2021-08-04,140.5420072397762,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-08-04
2021-08-11,144.0230384238267,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-08-11
2021-08-18,147.73650994719753,"1,000,000-2,000,000",Midwest,MN,1.5404753986078843,Hennepin,27053,2021-08-18
2020-05-13,124.21902326758511,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-05-13
2020-05-20,86.28577070219622,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-05-20
2020-05-27,66.98129239588344,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-05-27
2020-06-03,21.675411036621387,"200,000-500,000",Midwest,IN,0.4441299874560498,Lake,18089,2020-06-03
2020-06-17,43.89984299495077,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-06-17
2020-06-24,65.62315729706513,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2020-06-24
2020-07-08,145.25510302313606,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-07-08
2020-07-15,160.47648470165157,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-07-15
2020-07-22,172.7952434053395,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-07-22
2020-07-29,140.40634774816576,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-07-29
2020-08-05,169.60486937092,"200,000-500,000",Midwest,IN,0.4441299874560498,Lake,18089,2020-08-05
2020-08-12,168.20749027961403,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-08-12
2020-08-19,202.03168923573676,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-08-19
2020-08-26,204.0496713709657,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-08-26
2020-09-02,171.5746801825642,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-09-02
2020-09-09,122.22355005018105,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-09-09
2020-09-16,115.2070638178118,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-09-16
2020-09-23,138.75863381000644,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-09-23
2020-09-30,167.4434845103525,"200,000-500,000",Midwest,IN,0.4441299874560498,Lake,18089,2020-09-30
2020-10-07,176.86592022781568,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-10-07
2020-10-14,329.92174413291747,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-10-14
2020-10-21,408.9598480440238,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-10-21
2020-10-28,733.2615070560406,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-10-28
2020-11-04,871.8190011145716,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-11-04
2020-11-11,1267.6685126541165,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-11-11
2020-11-18,1148.4349900515092,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-11-18
2020-11-25,996.3695064386858,"200,000-500,000",Midwest,IN,0.4626225300879724,Lake,18089,2020-11-25
2020-12-09,729.443986802678,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2020-12-09
2020-12-16,875.5882968995487,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2020-12-16
2020-12-23,778.1864763122645,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2020-12-23
2021-01-20,726.5463732762499,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-01-20
2021-01-27,427.16947213746175,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-01-27
2021-02-03,371.3694263402948,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-02-03
2021-02-10,199.6018895417152,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-02-10
2021-02-17,103.92659418678954,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-02-17
2021-02-24,112.83216381245028,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-02-24
2021-03-03,88.1757349645278,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-03-03
2021-03-10,95.8661871166751,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-03-10
2021-03-17,83.29113526128451,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-03-17
2021-03-24,100.04949312763092,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-03-24
2021-03-31,126.3881288950222,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-03-31
2021-04-07,175.41749509102632,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-04-07
2021-04-14,201.2137162140536,"20,000-50,000",Midwest,IN,0.0437246263076913,Lake,18089,2021-04-14
2021-04-21,205.41099517620265,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-04-21
2021-04-28,172.5527052820768,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-04-28
2021-05-05,154.5968113317707,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-05-05
2021-05-12,133.1885868935655,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-05-12
2021-05-19,100.63210414443397,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-05-19
2021-06-02,54.114366638869846,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-06-02
2021-06-09,17.184572461236485,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-06-09
2021-06-16,25.6333962758179,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-06-16
2021-06-23,66.21339999220646,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-06-23
2021-08-04,126.26361409689356,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-08-04
2021-08-11,233.92225082336967,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-08-11
2021-08-18,250.04584469632007,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-08-18
2021-08-25,332.4186083181872,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-08-25
2021-09-08,411.1145729666532,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-09-08
2021-09-15,551.136062427886,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-09-15
2021-09-22,566.1825644235806,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-09-22
2021-10-06,478.34885698617455,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-10-06
2021-10-13,448.9407987303884,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-10-13
2021-10-27,424.2050221902503,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-10-27
2021-11-03,435.14682009108,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-11-03
2021-11-10,771.6181336456692,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-11-10
2021-11-17,1647.1413320432384,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-11-17
2021-11-24,2433.2976988437003,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-11-24
2021-12-01,2291.0250347477704,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-12-01
2021-12-08,1872.881343179314,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-12-08
2021-12-15,2612.155796555023,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-12-15
2021-12-29,4180.999351463448,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2021-12-29
2022-01-05,4377.264549450513,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2022-01-05
2022-01-12,4090.991392263453,"100,000-200,000",Midwest,IN,0.3088427639533422,Lake,18089,2022-01-12
2020-04-15,122.4594861919474,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-04-15
2020-04-22,146.0054207987166,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-04-22
2020-04-29,108.33572114905468,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-04-29
2020-05-13,103.2807561159944,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-05-13
2020-05-20,38.914992778576085,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-05-20
2020-05-27,70.71659629936566,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-05-27
2020-06-03,112.06537183724376,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-06-03
2020-06-10,151.5133706283946,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-06-10
2020-06-17,126.43859107828142,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-06-17
2020-06-24,82.05851142716186,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-06-24
2020-07-01,55.78194999783656,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-07-01
2020-07-08,52.838632270667965,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-07-08
2020-07-15,63.95069702621593,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-07-15
2020-07-22,70.12638447843051,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-07-22
2020-07-29,160.63750647614734,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-07-29
2020-08-05,218.84838402189243,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-08-05
2020-08-12,272.15287384349983,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-08-12
2020-08-19,202.36073091223787,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-08-19
2020-08-26,150.39148508110412,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-08-26
2020-09-02,174.97720696652,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-09-02
2020-09-09,192.40381403850736,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-09-09
2020-09-16,183.92400183423345,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-09-16
2020-09-23,112.10430799497868,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-09-23
2020-09-30,125.60316411938936,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-09-30
2020-10-07,187.51907462337712,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-10-07
2020-10-14,212.2560198053617,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-10-14
2020-10-21,444.1924312901301,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-10-21
2020-10-28,492.67799804065424,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-10-28
2020-11-04,656.0576400160222,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-11-04
2020-11-11,755.057057592877,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-11-11
2020-11-18,1117.708610155098,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-11-18
2020-11-25,1146.7199303495183,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-11-25
2020-12-02,1221.5131721966743,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-12-02
2020-12-16,1064.000363453114,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-12-16
2020-12-23,1208.5098870558595,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-12-23
2020-12-30,1133.9097928517456,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2020-12-30
2021-01-06,791.2550610508206,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-01-06
2021-06-09,413.02577145128765,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-06-09
2021-06-16,22.63943308577828,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-06-16
2021-06-23,17.104274923777254,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-06-23
2021-06-30,22.16408953980782,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-06-30
2021-07-07,22.85661984266304,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-07-07
2021-07-14,54.63809564606208,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-07-14
2021-07-21,57.447349808115455,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-07-21
2021-07-28,100.51961770021953,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-07-28
2021-08-04,127.41235310369537,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-08-04
2021-08-11,152.72026130118533,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-08-11
2021-08-18,363.4781360606217,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-08-18
2021-08-25,411.0665829780913,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-08-25
2021-09-01,472.4745560045885,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-09-01
2021-09-08,237.83710299777496,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-09-08
2021-09-15,215.4723928637991,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-09-15
2021-09-22,248.4278102495838,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-09-22
2021-09-29,293.23408431750096,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-09-29
2021-10-06,260.5517716246954,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-10-06
2021-10-13,154.74040683727176,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-10-13
2021-10-20,135.7521186008188,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-10-20
2021-10-27,121.2231806864907,"100,000-200,000",Midwest,IL,0.7478554964588484,Peoria,17143,2021-10-27
2020-03-25,0.0,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-03-25
2020-04-08,0.0,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-04-08
2020-04-15,29.58245986193079,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-04-15
2020-04-22,42.46172990402283,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-04-22
2020-04-29,53.34566519916222,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-04-29
2020-05-06,87.88234400845,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-05-06
2020-05-13,86.13934475180109,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-05-13
2020-05-20,82.8525485954106,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-05-20
2020-05-27,20.405966017302617,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-05-27
2020-06-03,19.16667375613081,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-06-03
2020-06-10,18.558399014587803,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-06-10
2020-06-17,27.90546902403047,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-06-17
2020-07-01,31.32602281610553,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-07-01
2020-07-08,39.58716038393846,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-07-08
2020-07-15,42.44665173158596,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-07-15
2020-07-22,38.73762046479212,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-07-22
2020-07-29,74.57734041541723,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-07-29
2020-08-05,115.01875585210703,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-08-05
2020-08-12,123.74969256307952,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-08-12
2020-08-19,326.7522032674791,"10,000-20,000",Midwest,IN,0.389084812395213,Steuben,18151,2020-08-19
2020-08-26,287.3852829208236,"10,000-20,000",Midwest,IN,0.389084812395213,Steuben,18151,2020-08-26
2020-09-02,285.7013873275667,"10,000-20,000",Midwest,IN,0.389084812395213,Steuben,18151,2020-09-02
2020-09-09,34.04686243501471,"10,000-20,000",Midwest,IN,0.389084812395213,Steuben,18151,2020-09-09
2020-09-16,36.06121748858029,"10,000-20,000",Midwest,IN,0.389084812395213,Steuben,18151,2020-09-16
2020-09-23,19.40567532131223,"10,000-20,000",Midwest,IN,0.389084812395213,Steuben,18151,2020-09-23
2020-09-30,35.98979646728123,<2000,Midwest,IN,0.0508758744290917,Steuben,18151,2020-09-30
2020-10-07,42.39655869827695,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-10-07
2020-10-14,75.04845948779565,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-10-14
2020-10-21,343.01205754569423,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-10-21
2020-10-28,549.1733814969725,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-10-28
2020-11-04,758.153397982352,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-11-04
2020-11-11,735.8900724796872,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-11-11
2020-11-18,732.6438733942549,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-11-18
2020-11-25,746.5647979197905,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-11-25
2020-12-02,674.2056129748604,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-12-02
2020-12-09,689.8429643121754,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-12-09
2020-12-16,651.4351837676124,"10,000-20,000",Midwest,IN,0.3382089379661213,Steuben,18151,2020-12-16
2020-07-08,23.26506683074468,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-07-08
2020-07-15,15.510044553829786,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-07-15
2020-08-05,5.836566248587022,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-08-05
2020-08-12,0.0,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-08-12
2020-08-26,0.0,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-08-26
2020-09-02,0.0,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-09-02
2020-10-21,20.765534719212027,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-10-21
2020-11-04,226.3683456101436,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-11-04
2020-12-09,307.1370507679651,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-12-09
2020-12-16,419.3933788353602,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-12-16
2020-12-23,420.0422636875104,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-12-23
2020-12-30,805.9500963693699,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2020-12-30
2021-01-06,946.6682020100052,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-01-06
2021-01-13,832.9258930668367,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-01-13
2021-01-20,406.299685337525,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-01-20
2021-01-27,147.43210816729814,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-01-27
2021-02-10,66.85816282633604,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-02-10
2021-02-24,132.75511786627155,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-02-24
2021-03-17,170.36924376600516,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-03-17
2021-03-24,195.1371531871458,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-03-24
2021-03-31,196.73626133911867,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-03-31
2021-04-07,181.7964973209293,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-04-07
2021-04-14,164.59228709798708,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-04-14
2021-04-21,67.77865762046636,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-04-21
2021-04-28,48.9274301458501,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-04-28
2021-05-05,33.389947490629126,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-05-05
2021-05-12,38.75351880867829,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-05-12
2021-05-19,22.264047959999804,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-05-19
2021-05-26,25.235580460866107,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-05-26
2021-06-02,9.139245318059832,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-06-02
2021-07-21,26.559891527531448,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-07-21
2021-07-28,50.38933494077698,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-07-28
2021-08-04,68.37727693537681,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-08-04
2021-08-11,112.73570610360672,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-08-11
2021-08-18,162.8379986147066,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-08-18
2021-08-25,291.5092640031883,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-08-25
2021-09-15,334.7365178176784,"50,000-100,000",Northeast,MA,0.4802151363810987,Berkshire,25003,2021-09-15
